,Peter Travers,Jeannette Catsoulis,Peter Stack,Desson Thomson,Calvin Wilson,Robert Abele,Peter Hartlaub,Keith Uhlich,Bill Goodykoontz,Marjorie Baumgarten,Kate Erbland,Michael Rechtshaffen,David Wiegand,Jonathan Rosenbaum,Wesley Morris,William Arnold,Michael O'Sullivan,Tom Huddleston,Nick Schager,A.A. Dowd ,Claudia Puig,Tim Robey,Moira Macdonald,Noel Murray,James Rocchi,David Ansen,Richard Schickel,Richard Brody,John DeFore,Clark Collis,Melissa Maerz,Lou Lumenick,Bill Zwecker,Michael Sragow,Ken Fox,Boyd van Hoeij,Robert Lloyd,Shawn Levy,Elizabeth Weitzman,Chris Hewitt (1),Bob Graham,Roger Moore,Randall Colburn,Helen O'Hara,Matt Brennan,Jordan Raup,Stephen Dalton,Rick Groen,Liam Lacey,Kim Newman,Bob Mondello,Betsy Sharkey,Eric Kohn,Manohla Dargis,Nigel M Smith,Randy Cordova,Gregory Ellwood,Nicolas Rapold,Sheri Linden,Rita Kempley,Barry Hertz,Clayton Dillard,Charlie Schmidlin,Nathan Rabin,Erik Adams,Kate Taylor,Barbara VanDenburgh,Jamie Graham,Steve Davis,Alan Scherstuhl,Jonathan Curiel,Dennis Harvey,Nick de Semlyen,Catherine Shoard,Jaime N. Christley,Dominick Suzanne-Mayer,Amy Taubin,Jami Bernard,Jonathan Foreman,Clarence Tsui,Brad Wheeler,Rex Reed,Anthony Lane,David Edelstein,Miriam Bale,Scott Tobias,Peter Keough,Luke Y. Thompson,Pete Vonder Haar,Serena Donadoni,Kevin Maynard,Amy Biancolli,Neil Genzlinger,Ann Hornaday,Stephanie Zacharek,Tom Keogh,V.A. Musetto,Sean Axmaker,Bill White,Mary Pols,Damon Wise,Andrew Pulver,James Mottram,Allan Hunter,Bryan Bishop,Rory O'Connor,Kevin P. Sullivan,Ben Kenigsberg,Molly Eichel,Farran Smith Nehme,Nathan Lee,Bosley Crowther,Mick LaSalle,Desmond Ryan,Marc Mohan,Edward Guthmann,Neva Chonin,Mark Jenkins,Gary Arnold,Alan Zilberman,Kirk Honeycutt,Justin Lowe,Elizabeth Kerr,Andrew O'Hehir,Andrea Gronvall,Elise Nakhnikian,Sam C. Mac,Zach Campbell,Chris Kaltenbach,Lisa Alspector,Glenn Heath Jr.,Oleg Ivanov,Kevin C. Johnson,Michael Roffman,Justin Gerber,Sarah Kurchak,Rodrigo Perez,Cath Clarke,Nick Allen,Robert Yaniz Jr.,Matt Donato,Wendy Ide,Michael Snydel,Dan Mecca,Kyle Anderson,Russell Smith,David Chute,Ernest Hardy,Chris Packham,Sherilyn Connelly,Todd McCarthy,Roger Ebert,Mike Hale,Stephen Hunter,Elvis Mitchell,Pauline Kael,Owen Gleiberman,Justin Chang,Peter Rainer,David Rooney,Richard Corliss,Richard Roeper,Jessica Kiang,Joe McGovern,Brian Lowry,Todd VanDerWerff,A.O. Scott,Kevin Thomas,Stephen Holden,Dave Calhoun,John Bleasdale,Lisa Schwarzbaum,Ignatiy Vishnevetsky,Kenneth Turan,Rene Rodriguez,Mike Clark,Susan Wloszczyna,Guy Lodge,Dan Fienberg,Peter Bradshaw,Chuck Bowen,Ty Burr,Sheila Benson,Vincent Canby,Kevin Jagernauth,Tim Grierson,John Anderson,Andy Webster,Mike D'Angelo
Bill Zwecker,60.272492830161141,,,,28.209322319147489,13.959960725699672,40.475996275487589,,0.0,0.0,27.240299796734025,30.773052110666431,,,,,37.761156145979477,27.240299796734025,17.873082080070549,36.377415905655347,16.099808720149987,31.486334775483204,40.563796701247867,,,,,0.0,,,,25.517593090221204,100,,,,,,,0.0,,67.116010518994599,,31.893924869664215,,29.070675672403901,0.0,,,0.0,,,27.45563813504813,,0.0,0.0,,,17.83206662041929,,41.357456731310855,,,,,28.021818974944598,0.0,28.424660657461594,33.407739647946755,34.921971473349437,,,,,,14.87703843760695,,,,,28.316991488304545,0.0,17.730169096874036,0.0,,,16.507398814331001,,,,,,,25.517593090221204,,,,,,,,0.0,0.0,,37.498288664653131,,0.0,,19.15673442650758,0.0,,,43.890162903749314,,0.0,,,13.858063202154419,,,,13.756165678609166,,,,13.959960725699672,0.0,,,,,20.379504709050618,,0.0,,0.0,0.0,32.50531001093573,0.0,12.940985490247142,0.0,,0.0,0.0,,,,,,,15.997911196604734,,,,,,19.054836902962325,55.270173500619769,33.626182769933514,0.0,,,0.0,19.462426997143339,,,,,,,,,15.590321102423722,37.70208371174364,25.625262259378253,,35.766030764383835,38.518272058680822,,20.134134632368628,13.959960725699672,24.225563060336587,,,14.469448343425938,45.524805842436429,,,17.322579002693026
Michael Sragow,,,,0.0,,,0.0,,,,,,,,,17.730169096874036,27.45563813504813,0.0,0.0,,29.244589257487636,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,,100,,,,,,,,0.0,,0.0,,,,,0.0,0.0,0.0,,,15.284628531787963,,,,,,,,,,,,,0.0,,0.0,,,0.0,,,,,,0.0,,,,,0.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,24.225563060336587,,0.0,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,18.341554238145555,0.0,,0.0,,,33.116695152207249,15.284628531787963,16.201706243695241,,,,,,,,0.0,,,,,,,0.0,,,,,,13.246678060882902,,0.0,,0.0,,,,,0.0
Ken Fox,50.963406734337703,79.911111111111111,77.952478469705284,81.189189189189193,,,80.760869565217391,0.0,0.0,82.426229508196712,14.978935961152203,26.055938936006463,,85.108108108108112,82.640522875816998,84.417525773195877,83.217948717948715,40.694980307697179,11.412522637068346,14.265653296335431,86.484375,0.0,0.0,52.183657318117618,29.070675672403901,75.915764125559306,81.779661016949149,,,0.0,,82.089743589743591,,,100,,,66.13151282616333,0.0,34.033772864114532,78.212564787677806,48.910811301721481,,,,,,18.85104185587182,29.393683179875058,45.688270136305142,67.730501327500932,34.645158005386051,24.440901398650691,83.799999999999997,,0.0,0.0,,18.341554238145555,81.526294140753905,,0.0,,18.341554238145555,,,26.917292289262871,,65.89947243028206,18.519097095012857,79.833333333333329,85.380434782608688,0.0,,,,,,27.778645642519287,,0.0,38.904501940753576,64.91330074778665,76.384643072993981,,40.032503884083503,,,,,,16.303603767240492,31.588232299028455,84.82352941176471,,,81.510638297872333,83.933774834437088,82.024390243902445,0.0,54.413277573165153,,0.0,0.0,,,,,,,52.686113440850534,,79.72522522522523,,71.90337358199875,82.534482758620697,0.0,,,,0.0,,,,80.930232558139537,0.0,,,,59.605816141155806,,,,,,,0.0,0.0,,0.0,,,,,,35.460338193748072,17.322579002693026,62.650906887944217,0.0,,85.463157894736838,80.666666666666671,,80.388888888888886,72.445972334024987,0.0,80.345454545454544,80.083273246053025,85.955752212389385,84.66101694915254,83.060000000000002,,23.041202199609017,0.0,66.839972229356121,,83.449074074074076,12.737190443156635,84.436046511627907,13.246678060882902,0.0,86.925233644859816,32.199617440299974,49.522196442993,29.244589257487636,84.235294117647058,31.79202734611896,29.070675672403901,,15.284628531787963,,83.8041958041958,,,17.424476526238276,,,,29.754076875213901
Boyd van Hoeij,64.476829073121223,19.360529473598085,,0.0,30.901051548073781,64.290520552282842,0.0,59.576940266901829,69.032017774679261,50.592198952366516,32.607207534480985,49.039288160613744,,,0.0,0.0,72.709011395577477,56.705762422713782,59.575339342538406,74.538038473352628,32.811002581571493,65.953206428634985,24.333232229493635,82.287767754828252,29.501352349032107,,,35.664133240838581,0.0,,,35.052748099567062,,,,100,,,18.341554238145555,,,83.509885170958114,0.0,0.0,0.0,34.033772864114532,0.0,,40.60034081860951,32.607207534480985,42.114572644012199,47.412229910549456,78.364214342377323,29.070675672403901,33.626182769933514,37.855795635067146,15.794116149514227,,69.535232554095785,,18.749144332326566,80.231670585729049,,32.607207534480985,,28.209322319147489,40.694980307697179,,37.950435124154815,77.866054061889415,,58.859145805854816,0.0,17.322579002693026,0.0,36.2755183821101,,,,,37.905878758834149,54.497895648572062,30.147367363974418,17.322579002693026,,68.741967279827676,84.255500554049519,,30.147367363974418,36.68310847629111,,16.303603767240492,0.0,72.4224070771334,34.645158005386051,0.0,0.0,,,,,32.300750747115444,31.224059055544934,47.412229910549456,,24.440901398650691,0.0,37.192596094017375,,83.358461988417844,,,46.995984487254837,,59.710737841044178,,,29.070675672403901,,16.813091384966757,,0.0,,43.318037875208816,,27.670976473362234,,,,,,38.991469504119159,0.0,,0.0,,29.393683179875058,58.964893386949832,,,0.0,16.303603767240492,19.360529473598085,24.979247244435946,0.0,,,19.360529473598085,,18.341554238145555,0.0,0.0,,,,,34.950850576021807,71.658445761854438,81.205561359611309,30.147367363974418,0.0,0.0,79.111910926879659,41.968603513412297,,,0.0,,55.024662714436673,59.605816141155806,68.110382839793942,,64.908722498326213,81.792171570166232,68.741967279827676,,44.602616286220602,78.390091026122292,,76.956899215426319,58.637388572685559,66.827634013807156,,,48.630627425941967,41.641375198573861,,0.0,88.906976744186039
Robert Lloyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Levy,86.759259259259267,88.215306595966581,,38.991469504119159,88.975609756097555,47.486377368860978,82.971157827033494,57.196394146513711,91.893333333333331,86.450819672131146,,69.004429252156129,,0.0,87.037383177570092,89.733333333333334,79.361702127659569,16.099808720149987,74.969354986355498,,86.912621359223294,30.362705702288523,18.341554238145555,90.682539682539684,16.099808720149987,78.984789963313531,45.041618415021979,,81.201308623913803,0.0,,85.361702127659569,,,66.13151282616333,,,100,84.486486486486484,47.148828633268622,,28.639998995775699,,30.578044040602624,,,0.0,86.135802469135797,84.910256410256409,85.034383776551195,90.616666666666674,86.813186813186817,89.480769230769226,87.545454545454547,,,,0.0,47.324429484789171,0.0,,,,86.15094339622641,,0.0,,0.0,12.635292919611382,0.0,16.914988908512012,59.710737841044178,,,46.159578165999648,,,,,,0.0,76.555555555555557,84.875,84.663856680494817,,86.457142857142856,0.0,,0.0,,,82.277777777777771,30.25503653313147,84.609271523178805,54.552379039572756,,87.847826086956516,74.358380427871325,38.313468853015159,86.944444444444443,77.685775364473329,43.818083447590219,31.224059055544934,,,,,0.0,,,14.163755772790179,,81.576470588235296,,,0.0,,86.030407361391568,,,81.325000000000003,,,31.547066563016088,81.35134501169648,0.0,,,,,44.778217137741152,,42.966328045801205,,,,,0.0,,,0.0,,,30.470374871445571,,,,46.358624801426132,,,86.977777777777774,82.280000000000001,45.65622139534392,8.865084548437018,,,85.635294117647064,88.557377049180332,87.13147410358566,,84.486725663716811,0.0,,,40.789619796784848,,85.204819277108442,34.135670387659779,84.172413793103445,14.061858249244926,,86.525000000000006,0.0,86.766423357664237,85.333333333333329,,,,,79.193548387096769,0.0,86.858638743455501,,,17.933964143964541,0.0,,,
Elizabeth Weitzman,82.432098765432102,71.127642459914767,,18.341554238145555,72.841129526520376,77.248856520951819,50.673931099300873,86.074971496246604,87.096774193548384,87.05714285714285,66.350412742457806,67.412019346337146,,,84.266666666666666,0.0,83.0,64.536121479274726,80.428869360317464,75.544290647681407,84.060606060606062,72.705971973918622,,80.35528206960926,65.448047129160386,,,,83.428571428571431,0.0,33.931875340569277,81.099999999999994,,,0.0,18.341554238145555,,84.486486486486484,100,12.22770282543037,,84.506666666666661,,55.987967961666776,0.0,,0.0,72.800395314144495,86.23684210526315,58.081588420794262,66.031930761294021,85.26315789473685,83.060000000000002,72.233855272789285,,37.855795635067146,,18.341554238145555,67.620380085550806,,0.0,59.778437090297061,28.747668164932747,81.362002159678582,,,67.871815795272894,60.929324327596099,51.814890722761199,76.422665542118111,,60.24673889536178,0.0,25.840600597692358,32.403412487390483,,,,,16.303603767240492,,78.603448275862064,58.89834685000956,44.13535934455237,,85.925925925925924,67.812801919365924,,27.993983980833388,28.531306592670862,,72.673789857087954,52.39899565643173,87.222222222222229,47.73333165962616,,63.744640744151553,,,77.509303486502944,47.412229910549456,34.645158005386051,39.748585416820504,,,,,0.0,,47.404645221926629,,,78.692307692307693,,80.3366400631635,0.0,,62.81042991218569,,,15.284628531787963,48.290234168152224,,62.650906887944217,0.0,40.127143373171172,,,,,28.8553373340898,,47.568109515795335,,,,66.721975053815569,61.528584403773742,,,,,,,0.0,,,57.317356994204864,46.58732375258306,23.687217214551328,87.435897435897431,57.624323898991129,,,,,81.71875,85.897435897435898,83.57692307692308,66.742877922140764,84.545454545454547,46.007423098385019,56.131526853876174,,27.993983980833388,,83.235294117647058,,84.002770801792337,51.967737008079077,50.245612273290689,78.162162162162161,84.771428571428572,82.926829268292678,83.926829268292678,,71.306884718710123,26.917292289262871,,86.666666666666671,60.631292547885366,86.969696969696969,,,66.39658932899556,,,,86.181818181818187
Chris Hewitt (1),85.893851159230621,24.763908906121845,,,60.944016604484915,33.123821180683748,45.471769882069189,18.341554238145555,36.68310847629111,59.482821401180587,0.0,18.341554238145555,,,58.6913406660574,52.120583293396955,61.741068875209557,54.159399402307642,43.236305728274452,55.270173500619769,83.466666666666669,53.116790117478743,34.950850576021807,17.322579002693026,27.993983980833388,27.993983980833388,18.341554238145555,0.0,0.0,,,61.14264431471593,0.0,,34.033772864114532,,,47.148828633268622,12.22770282543037,100,,83.192378035348455,,,,15.590321102423722,,46.694540164612228,58.018256609722066,,41.168177753135517,53.125895507331563,61.400399852932537,59.575339342538406,,28.531306592670862,28.424660657461594,,37.70208371174364,0.0,33.829977817024023,,0.0,25.409923921064152,,33.320490199297758,41.641375198573861,18.341554238145555,24.979247244435946,51.203505581489679,,0.0,,,0.0,0.0,,,,,29.178344841560953,49.958494488871892,46.58732375258306,42.587770089450537,,55.445685138112452,14.978935961152203,,0.0,,,32.607207534480985,0.0,65.622005163142987,16.303603767240492,,,17.526374049783531,0.0,18.341554238145555,,,20.379504709050618,,17.83206662041929,,0.0,0.0,28.747668164932747,,0.0,,73.388755953330786,,63.074926275970398,,,17.83206662041929,,0.0,31.224059055544934,0.0,,0.0,34.645158005386051,0.0,17.628271573328782,,,,0.0,,,0.0,,18.035861667509796,42.303851622187537,0.0,,,30.147367363974418,,,,18.647246808781315,,,0.0,0.0,,68.271340775319558,35.867928287929082,,,,,79.4820474709325,58.447808132173343,83.118531109141898,0.0,69.535232554095785,58.900801111529233,26.163608105163512,,19.360529473598085,,55.78889414102607,,0.0,32.607207534480985,14.265653296335431,49.814935596662494,56.528873126158601,67.761853157593293,53.942456255318312,,0.0,23.687217214551328,,47.404645221926629,,73.0838613986013,,,0.0,50.245612273290689,,,16.405501290785747
Bob Graham,17.628271573328782,,,80.534246575342465,,,,,,19.564324520688594,,0.0,,17.83206662041929,44.953757316642232,45.480620543823363,72.41935483870968,,,0.0,40.221782862258841,0.0,0.0,0.0,,0.0,41.641375198573861,,,,,,,,78.212564787677806,,,,,,100,0.0,,,,,,,,,,,0.0,36.436203298752126,,,0.0,,,76.711111111111109,,,,,,,0.0,,12.940985490247142,,,40.827197978528694,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,0.0,,0.0,,,,,,,,16.813091384966757,,,0.0,,,,,,39.949193720925926,,,,,,,0.0,,,,,,,,,16.303603767240492,,18.85104185587182,,,76.382352941176464,0.0,,70.711111111111109,68.220863313189867,,24.225563060336587,0.0,13.552370631518659,19.360529473598085,0.0,,0.0,,,,76.891304347826093,0.0,82.872340425531917,,,,,0.0,,76.386599034713527,35.664133240838581,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0
Roger Moore,85.326271186440678,82.725811635667895,,53.516274321021221,83.473282442748086,85.187050359712231,85.531914893617028,81.361702127659569,87.687074829931973,87.828282828282823,85.415094339622641,88.021505376344081,26.809623120105822,,59.787237068535646,45.853885595363892,84.707964601769916,86.0,82.174311926605498,86.21888412017168,88.146443514644346,85.253246753246756,88.638888888888886,88.20754716981132,83.456140350877192,,0.0,63.798358602454471,87.08450704225352,58.813005854914614,27.563307304205182,81.942222222222227,67.116010518994599,0.0,48.910811301721481,83.509885170958114,,28.639998995775699,84.506666666666661,83.192378035348455,0.0,100,51.106965626547108,87.15384615384616,60.03076960241971,70.915321139138911,86.299999999999997,84.233333333333334,88.793893129770993,85.428571428571431,87.472727272727269,84.287425149700596,83.446808510638306,83.75,77.997309555874736,81.180000000000007,85.472222222222229,68.336389518073062,86.438095238095244,19.703457955740422,81.795454545454547,78.0,74.712322988309722,82.537634408602145,28.747668164932747,85.679245283018872,86.80219780219781,84.208333333333329,85.735632183908052,83.375690607734811,0.0,86.072463768115938,77.861437649232059,81.736233095622794,40.651597127008145,87.78125,,,,46.095223524145304,88.52459016393442,79.422924901185766,87.186666666666667,82.217391304347828,30.362705702288523,85.219696969696969,85.233333333333334,0.0,65.029320945727278,65.713448780130221,,0.0,77.333145978579068,85.888888888888886,78.13636363636364,39.086108993206821,46.270824375665853,40.733535037214921,19.564324520688594,82.546363020406147,74.137416716984333,80.135674652471366,84.261904761904759,45.744021821104191,62.073606050479988,43.724612028617827,70.911928509627117,87.714285714285708,81.03080718848301,82.090909090909093,,0.0,81.36486486486487,,85.295918367346943,26.809623120105822,,87.808510638297875,,52.426275864032718,0.0,87.020833333333329,0.0,82.275362318840578,0.0,85.30952380952381,56.596572375411483,,,,22.933533030451969,64.09227542059763,77.678370145570938,72.705971973918622,17.118783955602517,58.644432009846845,82.938053097345133,87.385714285714286,54.489700715824092,40.31642235134651,88.044611343265416,51.736449009447504,62.904948988656059,61.849045780876715,77.290166069893502,0.0,,63.130891289288677,88.117647058823536,61.838765502359749,86.299065420560751,52.481261052013977,0.0,43.179075602300998,,,82.748201438848923,84.614107883817425,87.099999999999994,83.074074074074076,84.425925925925924,82.954545454545453,85.270270270270274,77.377246278077251,25.086916413592999,,82.705128205128204,0.0,80.27272727272728,84.319999999999993,85.529411764705884,75.225346115393236,83.552763819095475,84.849999999999994,86.824074074074076,26.289561074675294,89.392523364485982,86.5,,83.545454545454547,82.192307692307693,88.214743589743591,,11.514420160613598,81.918181818181822,84.861788617886177,40.300395423967032,51.73846758010226,87.788079470198682
Randall Colburn,50.821389868194977,,,,28.209322319147489,42.209212133099868,32.301514963845229,,27.886314811676336,37.396391141107884,18.647246808781315,0.0,,,,,12.22770282543037,26.594284781791718,15.590321102423722,37.396391141107884,,18.54534928523606,39.370027460469828,17.016886432057266,,,,27.886314811676336,36.479313429200602,0.0,,14.775140914061698,,,,0.0,,,,,,51.106965626547108,100,0.0,,27.886314811676336,0.0,,,0.0,,,35.664133240838581,,0.0,0.0,,,0.0,,14.469448343425938,17.83206662041929,0.0,,,,0.0,,14.571345866971191,34.747055528931298,,16.507398814331001,,,,,,,,,36.530842787839795,17.83206662041929,0.0,15.284628531787963,,0.0,0.0,,,0.0,,,,42.587770089450537,0.0,0.0,,,,,,0.0,,0.0,,19.564324520688594,0.0,,,,,,25.948269766849407,,,,,,,14.775140914061698,,35.256543146657563,,0.0,,,0.0,,,,,,,,,,0.0,17.730169096874036,0.0,,37.382598189628808,,17.016886432057266,,,,,,0.0,,0.0,,,,,,43.724612028617827,51.035186180442409,36.68310847629111,30.470374871445571,,46.096930870976927,0.0,,,,,,,,17.730169096874036,,27.024961458419927,0.0,29.178344841560953,,17.424476526238276,0.0,,18.54534928523606,17.83206662041929,28.424660657461594,,,12.737190443156635,0.0,,,18.749144332326566
Helen O'Hara,86.707317073170728,30.147367363974418,0.0,,63.135809409441421,0.0,61.491964805724045,47.404645221926629,67.296889191627514,57.064659653237285,28.532329826618643,48.290234168152224,,,56.059747407771475,,80.392979637265114,65.753784148695019,36.625482276927464,63.622874477209521,82.942048236432115,70.066035856035455,42.777049067625875,30.470374871445571,34.135670387659779,,,,39.740034182648699,,,76.035019693574867,31.893924869664215,0.0,,0.0,,30.578044040602624,55.987967961666776,,,87.15384615384616,0.0,100,,,0.0,46.973227781748072,77.047886299897016,,37.192596094017375,77.457957841410362,71.246400466949922,49.039288160613744,0.0,17.322579002693026,16.711193861421506,0.0,43.900212880138376,,31.893924869664215,,0.0,42.407605642213674,0.0,15.080833484697456,29.070675672403901,18.341554238145555,56.849848298070107,39.748585416820504,,,,20.379504709050618,,14.469448343425938,,,,,33.728080293478769,58.822240355903176,18.341554238145555,27.993983980833388,0.0,41.92859137732475,44.480559871203894,,,,,38.802190525943821,25.840600597692358,73.461358695725565,43.900212880138376,,15.590321102423722,,,66.13151282616333,,,32.300750747115444,0.0,0.0,0.0,0.0,,0.0,0.0,,,60.515340149025555,,62.215610063400909,,,36.68310847629111,,,41.641375198573861,29.070675672403901,,,0.0,0.0,16.303603767240492,,,,,,15.794116149514227,18.035861667509796,,19.564324520688594,25.732931428535309,55.024662714436673,0.0,,20.379504709050618,19.360529473598085,0.0,0.0,0.0,,,0.0,27.993983980833388,,77.758533582253676,0.0,0.0,15.284628531787963,,,62.627834675930707,78.488142989202387,82.327849473169621,29.070675672403901,54.552379039572756,41.266200107330079,18.13775919105505,,,,51.967737008079077,,54.836391894836488,25.840600597692358,23.687217214551328,57.362586501434883,54.430196399319186,78.00440670958649,75.043092096942871,,48.202433742391946,48.290234168152224,,77.509303486502944,,84.796132873397582,,,41.452096220398523,58.141351344807802,,,17.83206662041929
Matt Brennan,53.834584578525742,,,,41.452096220398523,14.265653296335431,,,0.0,47.159448781123558,0.0,16.303603767240492,,,,,28.209322319147489,35.562235717293326,0.0,42.407605642213674,26.70195395094877,40.694980307697179,44.789216520027217,32.607207534480985,0.0,,,,18.035861667509796,,,19.054836902962325,,,,0.0,,,0.0,,,60.03076960241971,,,100,24.225563060336587,12.431497872520875,,,,,0.0,49.958494488871892,,33.218460669771417,0.0,0.0,,42.398491111275199,,17.933964143964541,,,,,,16.813091384966757,,,29.609021518189163,,16.609296337876252,,0.0,,20.073812138414858,,,,,0.0,51.035186180442409,35.562235717293326,19.15673442650758,,0.0,38.991469504119159,,,0.0,,,,53.125895507331563,12.737190443156635,,,,,,,,15.284628531787963,,,,0.0,,0.0,22.933533030451969,,,46.01519872404257,,26.917292289262871,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,0.0,19.87001709132435,27.670976473362234,,,30.362705702288523,,,,,,,,,,14.061858249244926,,,,,,,44.217091491486727,50.59212044021816,38.456586483001225,,33.116695152207249,17.83206662041929,0.0,,,,,,20.175709661960109,,,0.0,44.007362425765557,27.919921451399343,,28.209322319147489,20.349472970682733,,19.564324520688594,,60.145013272585636,,,28.639998995775699,31.988147311631735,,,29.244589257487636
Jordan Raup,76.091052703032531,,,,52.349852721373779,61.74171531863071,38.211571329469905,,52.390306184922352,68.554408288361643,18.749144332326566,26.486615612634665,,,,,38.612911547768483,44.007362425765557,0.0,72.985454016703599,0.0,43.461210751336999,74.130448379171611,59.361601928587717,,,0.0,0.0,44.102001914853226,,,,29.070675672403901,,,34.033772864114532,,,,15.590321102423722,,70.915321139138911,27.886314811676336,,24.225563060336587,100,,,,,,,72.189249063794108,0.0,47.649841662729685,0.0,0.0,,30.039698194817365,,60.695384823305965,14.469448343425938,0.0,,,34.441362958295542,37.396391141107884,0.0,43.912722936677888,47.241180928057908,,37.090698570472121,,,0.0,41.925293665836861,,,,,17.83206662041929,37.315180948117622,53.53455624200334,16.099808720149987,,0.0,48.290234168152224,,,,,,,75.709859994123036,17.933964143964541,,,,,,,0.0,0.0,0.0,28.316991488304545,,0.0,,0.0,0.0,,,51.082591833972657,,,,,,,0.0,,,,0.0,,,0.0,,,,,19.564324520688594,,37.396391141107884,28.639998995775699,0.0,40.221782862258841,29.070675672403901,,,27.993983980833388,,,,,,,,,,53.419776718598932,,,,,,38.924853994286678,70.915321139138911,58.221354357480713,44.690416711980873,,57.408963366446102,0.0,29.609021518189163,,,,,,0.0,18.341554238145555,,0.0,59.575339342538406,42.114572644012199,,35.256543146657563,41.357456731310855,,15.89601367305948,29.609021518189163,58.859145805854816,,,37.396391141107884,70.719572607511125,,,47.587830762070006
Stephen Dalton,69.545059819635227,26.917292289262871,,,31.995822393209469,65.288806138578494,0.0,35.664133240838581,49.856609629957312,35.562235717293326,28.10165314999044,38.72105894719617,,,,,56.094586711661826,63.231007877647393,40.563796701247867,65.181844102747803,27.45563813504813,50.963406734337703,0.0,65.388485347868922,,,,19.360529473598085,,0.0,,37.382598189628808,0.0,,,0.0,,0.0,0.0,,,86.299999999999997,0.0,0.0,12.431497872520875,,100,0.0,42.777049067625875,52.308574037988002,0.0,18.341554238145555,67.172509404626553,26.917292289262871,14.265653296335431,0.0,17.220681479147771,0.0,38.72105894719617,,23.794886383708381,30.189997018966046,,39.740034182648699,,0.0,32.607207534480985,34.645158005386051,15.488423578878468,51.967737008079077,,61.528584403773742,19.360529473598085,32.607207534480985,,,,,,,42.114572644012199,52.040098425908219,29.070675672403901,15.284628531787963,0.0,56.705762422713782,60.152535869361728,,,20.379504709050618,,,,53.691025686316344,27.993983980833388,,0.0,,,,18.341554238145555,,35.664133240838581,0.0,,,0.0,26.917292289262871,,64.681260351905365,,,59.605816141155806,,57.205865618687447,,,18.341554238145555,,,,,,23.687217214551328,,0.0,0.0,,,,0.0,,,0.0,,36.909400744190464,0.0,58.221354357480713,,,0.0,45.65622139534392,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,17.83206662041929,42.144204364932847,67.227932267171624,,19.360529473598085,31.690129822573709,70.003598675588862,,,,15.284628531787963,,,65.144952813984872,44.480559871203894,0.0,55.851880633629754,54.836391894836488,55.107188891848033,,53.037661005304237,76.188122177073922,0.0,78.901238478619234,59.669908416576405,57.997792452598397,,,53.619246240211645,19.360529473598085,,,66.618280779175848
Rick Groen,86.178861788617894,82.16060477543725,,0.0,83.666666666666671,66.174897878815273,55.039489642595136,73.667378305840671,86.368421052631575,84.270588235294113,,48.528695588426785,,,83.450704225352112,,80.349999999999994,16.405501290785747,80.285310468108065,36.057645342401457,86.48684210526315,40.651597127008145,0.0,88.0,10.189752354525309,43.818083447590219,0.0,,77.049445624308575,0.0,,85.638888888888886,,,18.85104185587182,,,86.135802469135797,72.800395314144495,46.694540164612228,,84.233333333333334,,46.973227781748072,,,0.0,100,,72.705971973918622,84.666666666666671,84.881188118811878,84.345454545454544,87.604166666666671,,0.0,,17.526374049783531,65.435391638519519,0.0,,,,82.724999999999994,,,18.85104185587182,0.0,17.83206662041929,43.900212880138376,,50.837395393169587,,,24.117893891179534,,,,,,0.0,74.759259259259267,84.233180003866622,67.659955634048046,,83.344086021505376,26.917292289262871,,,,,86.425531914893611,49.240700027824886,87.108333333333334,49.611413189154241,,76.128890919847805,,0.0,83.34782608695653,46.095223524145304,0.0,27.670976473362234,,,,,41.529601384610906,,58.424452105239368,,,77.0,,87.173913043478265,,,83.946062219447811,,,84.833333333333329,,,56.131526853876174,80.670700498328074,0.0,,,,,15.284628531787963,,17.83206662041929,,,,51.465862857070618,18.341554238145555,,,,,,,,,,29.286014010718006,0.0,,84.724637681159422,79.333333333333329,13.450473107973407,10.699239972251574,,,81.099999999999994,84.794117647058826,85.337209302325576,51.891313865420138,81.632352941176464,34.339465434750288,17.83206662041929,,48.910811301721481,,83.733333333333334,0.0,83.879999999999995,24.656239736964789,,82.017699115044252,35.358440670202818,84.150684931506845,84.161290322580641,,,,,82.068181818181813,19.15673442650758,86.537313432835816,,0.0,60.504533226042419,,,,
