,Peter Travers,Jeannette Catsoulis,Peter Stack,Desson Thomson,Calvin Wilson,Robert Abele,Peter Hartlaub,Keith Uhlich,Bill Goodykoontz,Marjorie Baumgarten,Kate Erbland,Michael Rechtshaffen,David Wiegand,Jonathan Rosenbaum,Wesley Morris,William Arnold,Michael O'Sullivan,Tom Huddleston,Nick Schager,A.A. Dowd ,Claudia Puig,Tim Robey,Moira Macdonald,Noel Murray,James Rocchi,David Ansen,Richard Schickel,Richard Brody,John DeFore,Clark Collis,Melissa Maerz,Lou Lumenick,Bill Zwecker,Michael Sragow,Ken Fox,Boyd van Hoeij,Robert Lloyd,Shawn Levy,Elizabeth Weitzman,Chris Hewitt (1),Bob Graham,Roger Moore,Randall Colburn,Helen O'Hara,Matt Brennan,Jordan Raup,Stephen Dalton,Rick Groen,Liam Lacey,Kim Newman,Bob Mondello,Betsy Sharkey,Eric Kohn,Manohla Dargis,Nigel M Smith,Randy Cordova,Gregory Ellwood,Nicolas Rapold,Sheri Linden,Rita Kempley,Barry Hertz,Clayton Dillard,Charlie Schmidlin,Nathan Rabin,Erik Adams,Kate Taylor,Barbara VanDenburgh,Jamie Graham,Steve Davis,Alan Scherstuhl,Jonathan Curiel,Dennis Harvey,Nick de Semlyen,Catherine Shoard,Jaime N. Christley,Dominick Suzanne-Mayer,Amy Taubin,Jami Bernard,Jonathan Foreman,Clarence Tsui,Brad Wheeler,Rex Reed,Anthony Lane,David Edelstein,Miriam Bale,Scott Tobias,Peter Keough,Luke Y. Thompson,Pete Vonder Haar,Serena Donadoni,Kevin Maynard,Amy Biancolli,Neil Genzlinger,Ann Hornaday,Stephanie Zacharek,Tom Keogh,V.A. Musetto,Sean Axmaker,Bill White,Mary Pols,Damon Wise,Andrew Pulver,James Mottram,Allan Hunter,Bryan Bishop,Rory O'Connor,Kevin P. Sullivan,Ben Kenigsberg,Molly Eichel,Farran Smith Nehme,Nathan Lee,Bosley Crowther,Mick LaSalle,Desmond Ryan,Marc Mohan,Edward Guthmann,Neva Chonin,Mark Jenkins,Gary Arnold,Alan Zilberman,Kirk Honeycutt,Justin Lowe,Elizabeth Kerr,Andrew O'Hehir,Andrea Gronvall,Elise Nakhnikian,Sam C. Mac,Zach Campbell,Chris Kaltenbach,Lisa Alspector,Glenn Heath Jr.,Oleg Ivanov,Kevin C. Johnson,Michael Roffman,Justin Gerber,Sarah Kurchak,Rodrigo Perez,Cath Clarke,Nick Allen,Robert Yaniz Jr.,Matt Donato,Wendy Ide,Michael Snydel,Dan Mecca,Kyle Anderson,Russell Smith,David Chute,Ernest Hardy,Chris Packham,Sherilyn Connelly,Todd McCarthy,Roger Ebert,Mike Hale,Stephen Hunter,Elvis Mitchell,Pauline Kael,Owen Gleiberman,Justin Chang,Peter Rainer,David Rooney,Richard Corliss,Richard Roeper,Jessica Kiang,Joe McGovern,Brian Lowry,Todd VanDerWerff,A.O. Scott,Kevin Thomas,Stephen Holden,Dave Calhoun,John Bleasdale,Lisa Schwarzbaum,Ignatiy Vishnevetsky,Kenneth Turan,Rene Rodriguez,Mike Clark,Susan Wloszczyna,Guy Lodge,Dan Fienberg,Peter Bradshaw,Chuck Bowen,Ty Burr,Sheila Benson,Vincent Canby,Kevin Jagernauth,Tim Grierson,John Anderson,Andy Webster,Mike D'Angelo
Luke Y. Thompson,,,,,,-5.0,,,,,,-5.0,,,12.0,,,10.0,,-20.0,0.0,,,5.0,,,0.0,,-5.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,,,,,,,,,,,,,,20.0,,100,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,-8.0,,,-20.0,-33.0,,,,,,,,0.0,25.0,0.0,,,,,10.0,,,12.0,,,,28.0,,,,
Pete Vonder Haar,2.0,-5.0,,,,3.3333333333333335,,7.5,-10.0,-3.0,24.0,20.0,,,,-33.0,18.666666666666668,-5.0,5.0,-10.0,6.333333333333333,,,-2.4444444444444446,,,,,4.2857142857142856,,,-2.6666666666666665,,,,-6.666666666666667,,-25.0,6.666666666666667,0.0,,-1.0,,,,,,,-4.0,-20.0,5.0,10.0,-1.0,,,,,13.333333333333334,-10.0,,,3.6666666666666665,,-22.5,,,5.0,-20.0,13.0,,,13.333333333333334,,,,-13.0,,,,,,-13.285714285714286,15.0,,,-3.3333333333333335,4.75,,100,,,,5.0,-23.0,,,-5.0,,,,,,0.0,,,,,,,18.0,,,-35.0,,-19.0,,,-12.5,,,,0.0,,-20.0,,,,,,,,,,,,,3.0,20.0,,,-15.0,,-45.0,,,,,,,,0.0,-50.0,,,,,-17.0,6.0,-2.5,-5.0,-30.0,,-2.5,,,,10.0,,-5.0,,0.0,,-13.25,-10.0,-23.0,,-5.75,-10.0,,10.0,4.2222222222222223,-10.333333333333334,,,9.0,,,-20.0,16.5
Serena Donadoni,-2.6666666666666665,,,,-25.0,14.0,,5.0,,16.0,-11.0,5.0,,,,,-7.25,10.0,3.0,-1.5,,13.333333333333334,15.0,-4.375,6.0,,,-10.0,1.1111111111111112,,,0.66666666666666663,,,,10.0,,,25.0,,,2.0,0.0,,10.0,,0.0,,-5.0,,,20.0,-13.0,,,16.666666666666668,,,9.0,,,13.222222222222221,37.0,,,,0.0,,10.0,,,10.0,,,,,,,,,-15.0,1.2857142857142858,,,,0.0,-3.2000000000000002,,,100,,,,40.0,,-35.0,,,,,,,-30.0,,,,7.0,,0.0,-0.25,,,-35.0,,-9.3333333333333339,,,,,,,4.0,,,,5.0,,,,,,,,-41.0,,,12.6,-8.0,15.0,5.0,-30.0,-20.0,,,-5.0,,,,,,0.0,,,-3.0,,,40.0,-20.0,-15.25,5.0,,22.25,35.0,-5.0,,,,10.0,10.0,,15.0,,-11.0,-8.0,-5.0,,13.5,-6.666666666666667,,12.857142857142858,7.333333333333333,17.75,,,15.0,10.0,,,12.888888888888889
Kevin Maynard,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,25.0,,,,,,,,,,,,,
Amy Biancolli,2.1888888888888891,-10.944444444444445,,,-6.958333333333333,-10.909090909090908,,8.8888888888888893,-5.9302325581395348,3.7272727272727271,-33.0,-7.6470588235294121,,-20.0,0.24657534246575341,0.0,0.42857142857142855,15.0,9.378378378378379,,-5.8510638297872344,-5.0,-38.0,-5.7000000000000002,,,,,-8.6842105263157894,,,1.0694444444444444,,,-20.0,0.0,,-5.8703703703703702,8.6842105263157894,-15.0,,0.0,,18.0,,,,3.3191489361702127,5.71875,-2.6923076923076925,-5.4761904761904763,-3.5074626865671643,-3.1428571428571428,-2.8378378378378377,,,,2.5,6.666666666666667,,,,,-3.3846153846153846,,,,,-39.0,-20.0,-50.0,-8.125,,,16.666666666666668,-25.0,,,,,-25.0,4.7777777777777777,15.0,-7.5,,-5.3050847457627119,-25.0,,,,,100,-17.222222222222221,7.7777777777777777,5.0,,5.6363636363636367,,,-0.86538461538461542,5.833333333333333,,-10.0,-30.0,,,,,,,,,62.5,,3.2999999999999998,-25.0,,6.1764705882352944,,,-4.1463414634146343,,,0.0,-1.5909090909090908,50.0,,,,,6.0,,-10.666666666666666,,,,-4.0,20.0,,,,,-25.0,-16.0,,,,22.5,,,-4.583333333333333,-16.685714285714287,12.857142857142858,16.666666666666668,,,-11.678160919540231,-5.3773584905660377,-1.8673469387755102,20.0,1.935483870967742,,,,-5.0,,1.4406779661016949,-18.333333333333332,-1.5306122448979591,-5.0,,-6.3285714285714283,,-5.208333333333333,3.7999999999999998,,,,,12.6,25.0,0.97297297297297303,,,9.0,,,,-25.0
Neil Genzlinger,20.90909090909091,,,,5.0,5.7894736842105265,5.7142857142857144,2.5,-10.0,24.0,,6.25,,-40.0,0.58333333333333337,-45.0,1.0,20.0,10.953488372093023,15.0,8.7777777777777786,10.0,,-11.375,-6.0,,,,2.1739130434782608,-47.0,,11.058823529411764,,,-14.0,10.0,,-2.3333333333333335,12.222222222222221,30.0,,2.7999999999999998,,20.0,,,,14.888888888888889,5.7142857142857144,10.0,-10.0,8.0,-18.699999999999999,,,40.0,,,-2.5,,,,,8.6111111111111107,,,20.0,-10.0,-10.0,-7.1428571428571432,,-0.47619047619047616,,,38.0,,,,,,,-2.5625,10.0,,,0.66666666666666663,11.25,,-5.0,,,17.222222222222221,100,15.0,,,10.470588235294118,-3.0,-8.5,0.0,,,0.0,,,,,,,1.6363636363636365,,,12.0,,6.0,,,-2.5,,,3.3333333333333335,1.4285714285714286,,10.0,6.666666666666667,-35.0,,,,,21.75,,10.0,,,,,,,,,,,,,,,-3.75,-20.0,,7.7777777777777777,-28.0,,,,,-15.277777777777779,-7.6923076923076925,-3.5,3.3333333333333335,-8.5714285714285712,-8.0,2.0,,10.0,,,-12.222222222222221,-26.666666666666668,-20.0,,-13.916666666666666,-5.333333333333333,-5.7142857142857144,16.25,-45.0,11.333333333333334,-10.0,,18.888888888888889,8.3499999999999996,9.9523809523809526,,,1.3333333333333333,,,,5.5
Ann Hornaday,-5.3281653746770026,-2.8148148148148149,,-2.8153846153846156,-9.7983870967741939,-2.2666666666666666,-4.7199999999999998,3.2380952380952381,-7.1465968586387438,2.9385245901639343,-14.333333333333334,-13.111111111111111,0.0,-21.25,0.22916666666666666,-11.125,-4.8611111111111107,3.4545454545454546,10.953488372093023,-1.9008264462809918,-7.2124645892351271,2.4473684210526314,-6.6428571428571432,-0.074999999999999997,-2.5,-6.6923076923076925,-6.9444444444444446,-7.5999999999999996,-4.9298245614035086,-38.0,-29.0,-1.357429718875502,-21.0,20.0,2.8235294117647061,6.117647058823529,,-5.1258278145695364,1.0,-4.75,-38.0,-2.3999999999999999,5.5999999999999996,-5.4444444444444446,7.1428571428571432,0.625,6.2222222222222223,-0.47499999999999998,-0.51063829787234039,-15.210526315789474,-4.8367346938775508,-7.0924855491329479,-5.5125628140703515,-6.5625,5.1428571428571432,-4.5384615384615383,-1.0,7.5,-9.9210526315789469,-55.0,-4.958333333333333,8.3000000000000007,-6.666666666666667,-1.9324324324324325,16.5,0.73076923076923073,-5.4473684210526319,-8.9166666666666661,2.3333333333333335,-2.9230769230769229,-34.285714285714285,1.3999999999999999,-14.285714285714286,-3.7692307692307692,10.333333333333334,1.0,,,,-17.0,-10.866666666666667,2.7083333333333335,3.8651685393258428,-8.4794520547945211,,-1.1676646706586826,-3.3962264150943398,,23.0,-40.0,,-7.7777777777777777,-15.0,100,-9.5,25.0,4.4500000000000002,-13.636363636363637,2.4285714285714284,-3.2359550561797752,-10.821428571428571,-8.1999999999999993,-9.3333333333333339,2.2000000000000002,-5.0,3.1666666666666665,-17.75,1.1000000000000001,-12.615384615384615,3.2352941176470589,-6.666666666666667,,-4.0619946091644206,,-3.7402597402597402,-8.0,,-2.657142857142857,,,2.4081632653061225,2.0,,-8.5882352941176467,2.4375,3.4583333333333335,16.666666666666668,,-5.0,10.0,-4.8571428571428568,10.0,-3.6428571428571428,-2.0,-46.0,-9.0,-3.161290322580645,-5.0909090909090908,,-20.0,-2.2000000000000002,-6.0,4.5,-16.428571428571427,-42.0,,-10.0,2.0,-16.0,,-2.7000000000000002,-22.53846153846154,,65.0,20.0,,-11.218446601941748,-2.1404494382022472,-0.63945578231292521,-8.867647058823529,-5.3491124260355027,-8.9666666666666668,-3.6153846153846154,-12.0,-7.0769230769230766,,-1.3214285714285714,-25.0,0.92222222222222228,-1.4528301886792452,8.625,-9.4387096774193555,-1.6338028169014085,-2.7583643122676582,-0.0990990990990991,-8.806451612903226,-3.7804878048780486,-6.6071428571428568,,-1.9384615384615385,1.24,-2.204359673024523,,20.0,0.63636363636363635,-0.55172413793103448,0.0,,2.1333333333333333
Stephanie Zacharek,8.758064516129032,10.0,,,6.7199999999999998,14.375,16.25,18.571428571428573,6.8367346938775508,14.380952380952381,34.0,24.0,,,20.800000000000001,,22.100000000000001,22.857142857142858,27.0,8.8333333333333339,9.7272727272727266,14.666666666666666,1.5,17.0,12.555555555555555,,,12.0,15.0,,,11.433333333333334,,,,15.0,,13.333333333333334,26.111111111111111,20.0,,21.863636363636363,7.0,16.666666666666668,27.5,11.0,13.333333333333334,10.428571428571429,13.294117647058824,11.875,5.2777777777777777,6.5,8.5,5.625,10.0,37.5,4.4000000000000004,,11.428571428571429,,12.0,30.666666666666668,11.5,35.0,24.0,23.222222222222221,15.0,8.0,11.777777777777779,-10.0,,-10.0,10.0,16.0,,12.0,,,,,-2.0,25.206896551724139,15.0,0.80000000000000004,,15.583333333333334,9.8000000000000007,,,,,-5.0,,9.5,100,,,,,10.0,18.333333333333332,15.0,17.142857142857142,20.0,25.0,11.0,32.0,4.0,,20.050000000000001,,,13.214285714285714,,14.130434782608695,-10.0,,12.0,,,16.666666666666668,20.0,,1.8181818181818181,,21.333333333333332,37.0,,,,,,15.0,32.0,23.0,-1.0,17.111111111111111,20.0,,,40.0,,7.0,,50.0,,,,60.0,,20.517241379310345,-0.75,,,,,5.5999999999999996,9.4000000000000004,17.06451612903226,9.375,13.4375,-0.1111111111111111,11.272727272727273,5.0,,,8.6842105263157894,,12.5,12.608695652173912,16.470588235294116,3.0,23.0,9.3181818181818183,12.707317073170731,,18.199999999999999,6.666666666666667,,13.958333333333334,11.333333333333334,11.82,,,15.222222222222221,15.0,,,16.923076923076923
Tom Keogh,0.0,,,,,0.40000000000000002,,,-14.5,,,19.399999999999999,,,,,0.0,-14.5,5.25,-10.0,,8.0,,1.2857142857142858,,,,-27.0,-1.0,,,,,,,35.0,,,,,,7.4000000000000004,-16.0,,,,,,,15.5,,,-20.0,-2.0,-5.0,,,,6.5,,,12.333333333333334,-37.0,,,,-6.0,,,-28.0,,0.75,,,,,,,,,13.0,33.333333333333336,-15.0,-27.0,,-3.0,12.0,,,35.0,,,,-25.0,,100,0.0,,,,,,,,,,21.0,,,,,,,,13.0,,,8.0,,12.0,,4.333333333333333,,,,,,,,,,0.0,,,,,-8.0,-5.0,,2.6666666666666665,5.0,5.0,-12.0,,,,,,10.333333333333334,-2.0,,,,,,,2.3333333333333335,-6.0,4.5,9.0,,6.0,0.0,-20.0,,,,-12.0,,,,,-10.0,-0.66666666666666663,,,,35.0,,,,-12.666666666666666,,,21.5,-5.666666666666667,,,-12.5
V.A. Musetto,-3.8999999999999999,-4.7738095238095237,,-11.0,-7.875,10.4,-2.1176470588235294,19.875,-6.0,7.6410256410256414,,1.0,-12.5,-20.666666666666668,-6.8472222222222223,-15.666666666666666,0.86206896551724133,35.0,6.5185185185185182,21.0,-12.636363636363637,14.0,0.0,-7.6352941176470592,15.0,-20.0,-17.333333333333332,,-1.4615384615384615,0.0,,,,,-14.872340425531915,20.0,,-5.3260869565217392,-3.4166666666666665,,,3.8333333333333335,,-23.5,,,-5.0,-6.5714285714285712,1.6000000000000001,-4.1818181818181817,-9.2666666666666675,-7.9655172413793105,-15.62962962962963,-5.5636363636363635,,35.0,,4.5999999999999996,-2.8999999999999999,,,,,-2.7999999999999998,,25.0,21.5,20.0,10.0,11.5,-26.714285714285715,-12.192307692307692,,,44.0,,,,,-5.0,,5.0,5.5555555555555554,-14.916666666666666,15.0,-5.4642857142857144,8.0,,5.0,,,-5.6363636363636367,-10.470588235294118,-4.4500000000000002,,0.0,100,-10.0,-7.0,-13.142857142857142,-3.0,2.5,5.0,,,,,,,,-1.0625,,-8.7586206896551726,,-3.2173913043478262,,,-2.0526315789473686,,,4.5999999999999996,,,-15.0,1.1875,,,,,,-25.0,,-12.0,,,,,15.0,,,-5.0,,,17.0,,,,-8.8181818181818183,11.5,,5.5454545454545459,-23.205882352941178,-4.7857142857142856,19.0,,,-7.671875,-0.76190476190476186,-7.5125000000000002,-13.75,-10.800000000000001,25.0,8.3333333333333339,,,,-6.4874999999999998,-9.387096774193548,-5.2135922330097086,8.0,,-15.905405405405405,4.5,-12.63265306122449,-6.5714285714285712,-63.0,18.5,5.0,,3.2222222222222223,12.4,-3.9890109890109891,,,-4.0,45.0,,3.0,
Sean Axmaker,40.25,9.2142857142857135,,5.8507462686567164,-13.0,-20.0,3.2352941176470589,10.0,-23.0,11.586538461538462,,-4.25,,4.6923076923076925,5.0606060606060606,,13.318181818181818,-10.0,,12.5,3.7488584474885847,18.333333333333332,,1.6666666666666667,,9.9230769230769234,10.961538461538462,,26.0,-25.0,,8.8305084745762716,,,5.2847682119205297,,,9.8333333333333339,,4.0,,27.875,,,,,,,35.0,2.0833333333333335,4.0769230769230766,61.0,-16.0,3.240506329113924,80.0,,,,3.0,,,,25.0,14.5,,,,,8.1333333333333329,37.0,-1.1176470588235294,5.8545454545454545,,,,,,,8.0,,,37.666666666666664,20.916666666666668,-1.75,,13.800000000000001,-13.0,,,,,,3.0,13.636363636363637,,,10.0,100,,,-3.75,,,,,,,31.0,,,6.7999999999999998,,7.7999999999999998,,3.3076923076923075,5.2727272727272725,,,,,-20.0,80.0,,,9.7368421052631575,29.0,,,-9.0,,,,,,,,,15.0,,-2.0,,,,,,,6.0,6.333333333333333,,,11.144578313253012,-11.684210526315789,,2.6000000000000001,50.0,,4.1948051948051948,5.193548387096774,2.1085271317829459,5.2000000000000002,1.0196078431372548,,,,4.8181818181818183,,11.7109375,,6.166666666666667,-33.0,-13.0,-1.65625,75.0,9.8000000000000007,-4.5,2.6704545454545454,,1.5,15.0,-2.0,58.0,3.6015037593984962,,,4.5,27.0,,,-0.33333333333333331
Bill White,-16.5,6.0,,-7.25,-23.0,,-6.666666666666667,,,0.20000000000000001,,,,-18.0,-2.8285714285714287,,-4.333333333333333,,,0.0,-7.0,,,-55.0,,-15.0,-11.666666666666666,,,,,15.050000000000001,,,-10.170731707317072,,,-6.0,,-38.0,,-4.0,,,,,,25.0,,,15.25,25.0,-25.0,0.81818181818181823,,,-8.0,,,25.0,,,,42.0,,,,,33.200000000000003,-23.0,-21.0,-1.0714285714285714,,,,,,,,,,-21.0,2.6666666666666665,-10.5,,16.0,-4.0,,,,,,8.5,-2.4285714285714284,,,7.0,,100,,6.666666666666667,,,,,,,,,,-12.0,,-2.1481481481481484,,-5.666666666666667,0.0,,,,,25.0,,,,5.083333333333333,,,,,,,,,,,,,-13.0,,,,,,,,,,,,,2.1428571428571428,-23.357142857142858,,-36.0,,,2.1499999999999999,-13.375,-0.59259259259259256,-45.0,-17.0,,-24.0,,10.0,,6.3913043478260869,4.0,-0.94444444444444442,,-13.0,-0.13043478260869565,,,,-23.0,-21.0,-33.0,,-13.0,,-0.23076923076923078,,,,-10.0,,,0.5
Mary Pols,0.36752136752136755,-2.5,,,-11.958333333333334,-6.666666666666667,-1.25,11.5,-12.564102564102564,7.587301587301587,,-1.1111111111111112,,-40.0,1.7611940298507462,-53.0,5.5384615384615383,2.0,16.655172413793103,-3.25,-6.2619047619047619,-1.6666666666666667,,-5.0999999999999996,,-20.0,,,-10.555555555555555,,,3.1282051282051282,,,-40.0,,,-9.1296296296296298,-2.0,-10.0,,-7.1111111111111107,,0.0,,,,1.318840579710145,5.5192307692307692,-11.666666666666666,-6.0526315789473681,-1.9047619047619047,-5.3142857142857141,-6.756756756756757,,-10.0,,,5.0,,,,,0.039215686274509803,,,10.0,5.0,11.5,13.333333333333334,,6.666666666666667,,,23.75,,,,,,,5.2678571428571432,6.25,-6.666666666666667,,-0.90909090909090906,3.5,,,,,0.86538461538461542,0.0,3.2359550561797752,-10.0,,13.142857142857142,,,100,-5.0,-6.666666666666667,10.0,,,,,0.66666666666666663,,3.7999999999999998,,,-3.3734939759036147,,0.51428571428571423,,,8.0952380952380949,,,-0.58823529411764708,,,0.0,5.0,3.25,,,,,6.0,,-14.888888888888889,,,,-13.333333333333334,0.0,,,,,,,,,,-10.0,-20.0,,-3.7999999999999998,-25.272727272727273,20.0,-35.0,,,-12.314606741573034,1.4035087719298245,-1.934959349593496,0.0,30.0,-10.0,-5.0,,2.5,,-0.759493670886076,,1.3333333333333333,13.333333333333334,,-5.9230769230769234,-5.0,0.27777777777777779,6.7857142857142856,,2.5,10.0,,6.774193548387097,88.0,0.52577319587628868,,,13.666666666666666,,6.333333333333333,,15.0
Damon Wise,3.129032258064516,-13.333333333333334,,20.0,-5.5,16.666666666666668,25.0,14.0,-3.3333333333333335,13.0,,-10.0,,10.0,1.5,-5.5555555555555554,1.5714285714285714,8.0,10.0,16.857142857142858,3.3235294117647061,5.0,-15.0,5.1428571428571432,-15.0,26.666666666666668,-30.0,,15.0,,,7.2424242424242422,,,-9.75,,,2.5789473684210527,3.3333333333333335,,-15.0,7.5882352941176467,,,,,10.0,9.8333333333333339,11.6,0.0,-1.0,11.25,5.1500000000000004,3.3333333333333335,,10.0,-2.5,,-5.0,-10.0,,5.0,,10.833333333333334,,,10.0,0.0,,-5.0,,2.5,,20.0,,,,,,,-2.5,18.684210526315791,11.666666666666666,-6.666666666666667,,0.58823529411764708,10.666666666666666,,,,,-5.833333333333333,,10.821428571428571,-18.333333333333332,,3.0,3.75,-6.666666666666667,5.0,100,10.0,10.0,,,,,16.666666666666668,,-8.0,,,6.5,,0.40000000000000002,,,12.5,,,-10.0,5.0,,-12.0,0.0,-8.0,,,,,,,-3.0,,,,5.875,0.0,,,,,,,,,,0.0,,,3.0434782608695654,-17.75,,,,,3.1200000000000001,3.3333333333333335,8.1315789473684212,11.666666666666666,6.5384615384615383,,4.2857142857142856,-9.0,0.0,,8.518518518518519,20.0,14.444444444444445,11.111111111111111,-10.0,2.3500000000000001,9.5714285714285712,-4.4000000000000004,2.736842105263158,,4.5,-10.0,,2.3529411764705883,23.5,5.0666666666666664,,20.0,-20.666666666666668,15.0,50.0,,9.8333333333333339
Andrew Pulver,-6.7619047619047619,-6.25,,,-2.0,0.0,-15.0,8.8888888888888893,-7.5,0.77777777777777779,-11.0,-13.333333333333334,,,-12.5,,-6.7999999999999998,0.0,10.428571428571429,1.75,-2.1538461538461537,10.0,5.0,-28.666666666666668,,,,-20.0,-5.0,,,7.75,-15.0,,,0.0,,-2.2000000000000002,15.0,,,-2.0,-3.0,,,-35.0,,-10.0,3.8888888888888888,,-9.6666666666666661,-4.4444444444444446,-0.76923076923076927,-6.666666666666667,,0.0,-23.0,-10.0,-20.0,,8.8000000000000007,-5.0,2.0,30.0,,55.0,13.333333333333334,0.0,11.5,-5.0,,-10.0,0.0,,,,,,,0.0,-11.5,2.1818181818181817,10.0,-10.0,,-2.1666666666666665,4.666666666666667,,,,,,,8.1999999999999993,-15.0,,-2.5,,,6.666666666666667,-10.0,100,0.0,-10.0,,-13.857142857142858,,-7.0,,12.333333333333334,,,-2.1875,,0.875,,,-15.0,,,,-15.0,,-18.0,,-11.5,,,,,30.0,-15.0,,18.0,,,1.8,6.666666666666667,,,,,-11.0,,,,,-10.0,,-40.0,4.166666666666667,-8.0,,,,,-12.0,10.0,-3.9583333333333335,2.0,-2.7272727272727271,-11.25,0.66666666666666663,-13.0,,,-1.25,,0.0,0.0,7.5,-14.666666666666666,-5.125,-10.0,0.44444444444444442,,-2.0,3.75,,,3.25,3.125,,,5.5,3.3333333333333335,10.0,,-6.2999999999999998
James Mottram,3.6428571428571428,18.75,,-10.0,-9.0,6.4285714285714288,30.0,16.0,-0.90909090909090906,6.1500000000000004,-0.83333333333333337,-5.0,,,15.0,-35.0,8.5,12.5,8.0,8.2631578947368425,4.1363636363636367,7.5,4.0,6.8571428571428568,5.875,,,20.0,6.666666666666667,-10.0,,12.388888888888889,10.0,,-10.0,-3.3333333333333335,,1.3333333333333333,16.0,0.0,,6.7857142857142856,,0.0,-3.0,22.0,12.5,9.0,6.7999999999999998,-10.0,5.0,2.0,-2.3333333333333335,0.0,,5.0,13.0,,12.5,,15.25,26.0,-20.0,18.75,,1.6666666666666667,5.0,,5.75,-0.76923076923076927,,0.0,0.0,0.0,62.0,30.0,,,,,5.0,21.90909090909091,5.7142857142857144,-13.333333333333334,,-7.75,-1.5,,0.0,30.0,,10.0,0.0,9.3333333333333339,-17.142857142857142,,-5.0,,,-10.0,-10.0,0.0,100,,10.0,,,7.0,10.0,18.25,,,4.166666666666667,,2.3888888888888888,-15.0,,8.3333333333333339,,,,-40.0,,-11.428571428571429,,19.5,,,,,35.0,-35.0,,-4.666666666666667,,,10.75,1.6666666666666667,,,-3.3333333333333335,,22.0,-6.5,,,,,0.0,,6.666666666666667,-14.0,,-10.0,,,-5.4615384615384617,8.235294117647058,7.371428571428571,5.7142857142857144,5.0,6.625,2.8999999999999999,,0.0,,6.25,,6.0,10.76923076923077,0.0,-1.0,2.1333333333333333,-0.80000000000000004,12.15,,-0.77777777777777779,6.666666666666667,,8.75,11.0,3.2000000000000002,,,10.23076923076923,15.0,,,8.6666666666666661
Allan Hunter,6.4000000000000004,,,,-6.5,2.5,,,0.0,7.666666666666667,10.0,5.0,,,,,20.0,0.0,0.0,,-20.0,14.0,-6.5,3.2000000000000002,,,,20.0,14.0,,,-10.333333333333334,,,-8.0,6.666666666666667,,,,,,-1.5,5.0,-10.0,,-13.0,10.0,,,0.0,,,-8.7142857142857135,,15.0,0.0,7.333333333333333,,0.0,,22.0,2.0,,,,11.75,6.666666666666667,,-9.0,3.3333333333333335,,0.0,,,,9.0,,,,,5.0,-13.75,,-10.0,,17.5,6.75,,,,,30.0,,-2.2000000000000002,-20.0,,,,,,,10.0,,100,,11.0,-3.0,,,5.25,,,13.333333333333334,,-12.0,,,-8.0,,-35.0,,,,,,,5.0,,,,,-10.333333333333334,,,,9.0,13.0,10.0,,-10.0,0.0,,12.5,-5.0,,,,,,,16.666666666666668,-8.0,,,,,9.5714285714285712,3.75,1.3,6.0,-10.0,3.5,-3.3333333333333335,10.333333333333334,,,-10.0,,0.0,7.5,4.2857142857142856,,-2.75,-10.0,6.0,,7.5,10.0,,7.2727272727272725,10.199999999999999,5.0,,,22.0,,,,10.5
Bryan Bishop,0.33333333333333331,,,,-9.0,17.5,-1.25,,0.0,25.0,-6.0,-35.0,-5.0,,,,6.0,15.0,,3.4285714285714284,,-3.3333333333333335,-9.6666666666666661,15.0,,,,45.0,0.0,,,,-7.0,,,,,,,-2.5,,10.857142857142858,,10.0,,5.666666666666667,,,,0.0,-5.0,,-0.83333333333333337,,8.75,,-3.3333333333333335,-10.0,-30.0,,3.1428571428571428,60.0,3.3333333333333335,,-5.0,27.0,,-3.0,,20.0,,,,,,-6.666666666666667,,,,,-13.0,33.0,5.0,,,0.0,,,,,,,,5.0,-25.0,,,,,,,,-10.0,,100,20.0,-5.0,15.0,2.0,,,,-4.166666666666667,,,,,33.0,,,,2.5,,,,,29.5,,,,,-2.5,,8.8000000000000007,,9.0,-10.0,,-5.0,,8.75,,-10.0,,,,,,,,18.333333333333332,,,,,,1.6666666666666667,-2.7777777777777777,3.1666666666666665,5.0,,-5.8571428571428568,4.0,,30.0,,,,,35.0,15.0,,14.75,12.5,18.199999999999999,,,10.0,,-1.6666666666666667,35.0,2.1666666666666665,,,16.666666666666668,5.0,,,-6.5
